"state","scenario","year_offset","agc_Tg"
"TN","managed (intensive)",30,154.264
"TN","managed (intensive)",40,130.665
"TN","managed (intensive)",50,105.756
"TN","managed (intensive)",60,86.384
"TN","managed (intensive)",70,63.798
"TN","managed (intensive)",80,48.231
"TN","managed (intensive)",90,35.596
"TN","managed (intensive)",100,25.777
"TX","managed (intensive)",0,247.43
"TX","managed (intensive)",10,207.12
"TX","managed (intensive)",20,174.865
"TX","managed (intensive)",30,153.303
"TX","managed (intensive)",40,129.639
"TX","managed (intensive)",50,107.04
"TX","managed (intensive)",60,88.759
"TX","managed (intensive)",70,73.466
"TX","managed (intensive)",80,58.42
"TX","managed (intensive)",90,50.341
"TX","managed (intensive)",100,42.102
"UT","managed (intensive)",0,89.586
"UT","managed (intensive)",10,82.7
"UT","managed (intensive)",20,75.108
"UT","managed (intensive)",30,69.284
"UT","managed (intensive)",40,63.569
"UT","managed (intensive)",50,58.248
"UT","managed (intensive)",60,52.479
"UT","managed (intensive)",70,46.942
"UT","managed (intensive)",80,41.715
"UT","managed (intensive)",90,37.044
"UT","managed (intensive)",100,32.671
"VA","managed (intensive)",0,305.074
"VA","managed (intensive)",10,253.341
"VA","managed (intensive)",20,211.99
"VA","managed (intensive)",30,187.16
"VA","managed (intensive)",40,158.922
"VA","managed (intensive)",50,132.506
"VA","managed (intensive)",60,115.734
"VA","managed (intensive)",70,95.564
"VA","managed (intensive)",80,81.259
"VA","managed (intensive)",90,72.378
"VA","managed (intensive)",100,59.851
"VT","managed (intensive)",0,124.82
"VT","managed (intensive)",10,101.794
"VT","managed (intensive)",20,83.02
"VT","managed (intensive)",30,67.342
"VT","managed (intensive)",40,54.158
"VT","managed (intensive)",50,42.488
"VT","managed (intensive)",60,31.208
"VT","managed (intensive)",70,21.588
"VT","managed (intensive)",80,15.548
"VT","managed (intensive)",90,10.28
"VT","managed (intensive)",100,8.108
"WA","managed (intensive)",0,631.334
"WA","managed (intensive)",10,577.638
"WA","managed (intensive)",20,519.055
"WA","managed (intensive)",30,478.964
"WA","managed (intensive)",40,436.319
"WA","managed (intensive)",50,395.521
"WA","managed (intensive)",60,360.694
"WA","managed (intensive)",70,316.799
"WA","managed (intensive)",80,293.789
"WA","managed (intensive)",90,259.093
"WA","managed (intensive)",100,240.069
"WI","managed (intensive)",0,322.69
"WI","managed (intensive)",10,272.17
"WI","managed (intensive)",20,224.96
"WI","managed (intensive)",30,188.172
"WI","managed (intensive)",40,156.497
"WI","managed (intensive)",50,130.421
"WI","managed (intensive)",60,105.941
"WI","managed (intensive)",70,88.98
"WI","managed (intensive)",80,75.17
"WI","managed (intensive)",90,66.283
"WI","managed (intensive)",100,56.984
"WV","managed (intensive)",0,236.073
"WV","managed (intensive)",10,184.161
"WV","managed (intensive)",20,142.459
"WV","managed (intensive)",30,115.303
"WV","managed (intensive)",40,94.488
"WV","managed (intensive)",50,75.106
"WV","managed (intensive)",60,58.061
"WV","managed (intensive)",70,45.29
"WV","managed (intensive)",80,36.906
"WV","managed (intensive)",90,29.008
"WV","managed (intensive)",100,23.914
"WY","managed (intensive)",0,125.612
"WY","managed (intensive)",10,118.624
"WY","managed (intensive)",20,111.025
"WY","managed (intensive)",30,104.41
"WY","managed (intensive)",40,97.412
"WY","managed (intensive)",50,91.372
"WY","managed (intensive)",60,84.869
"WY","managed (intensive)",70,78.767
"WY","managed (intensive)",80,73.011
"WY","managed (intensive)",90,67.657
"WY","managed (intensive)",100,61.603
"AL","managed (conservation)",0,353.408
"AL","managed (conservation)",10,407.823
"AL","managed (conservation)",20,444.554
"AL","managed (conservation)",30,463.074
"AL","managed (conservation)",40,462.515
"AL","managed (conservation)",50,444.919
"AL","managed (conservation)",60,421.199
"AL","managed (conservation)",70,413.107
"AL","managed (conservation)",80,392.743
"AL","managed (conservation)",90,362.024
"AL","managed (conservation)",100,337.145
"AR","managed (conservation)",0,333.03
"AR","managed (conservation)",10,356.62
"AR","managed (conservation)",20,373.818
"AR","managed (conservation)",30,381.469
"AR","managed (conservation)",40,380.109
"AR","managed (conservation)",50,355.223
"AR","managed (conservation)",60,317.979
"AR","managed (conservation)",70,280.126
"AR","managed (conservation)",80,263.633
"AR","managed (conservation)",90,242.379
"AR","managed (conservation)",100,233.841
"AZ","managed (conservation)",0,100.782
"AZ","managed (conservation)",10,103.54
"AZ","managed (conservation)",20,105.5
"AZ","managed (conservation)",30,106.225
"AZ","managed (conservation)",40,106.296
"AZ","managed (conservation)",50,105.941
"AZ","managed (conservation)",60,105.171
"AZ","managed (conservation)",70,103.653
"AZ","managed (conservation)",80,101.93
"AZ","managed (conservation)",90,100.323
"AZ","managed (conservation)",100,98.225
"CA","managed (conservation)",0,525.415
"CA","managed (conservation)",10,530.022
"CA","managed (conservation)",20,539.204
"CA","managed (conservation)",30,539.127
"CA","managed (conservation)",40,540.08
"CA","managed (conservation)",50,540.944
"CA","managed (conservation)",60,533.353
"CA","managed (conservation)",70,535.973
"CA","managed (conservation)",80,527.402
"CA","managed (conservation)",90,523.724
"CA","managed (conservation)",100,508.357
"CO","managed (conservation)",0,241.696
"CO","managed (conservation)",10,243.711
"CO","managed (conservation)",20,250.952
"CO","managed (conservation)",30,257.049
"CO","managed (conservation)",40,257.794
"CO","managed (conservation)",50,255.251
"CO","managed (conservation)",60,250.908
"CO","managed (conservation)",70,244.246
"CO","managed (conservation)",80,237.8
"CO","managed (conservation)",90,229.973
"CO","managed (conservation)",100,222.524
"CT","managed (conservation)",0,27.85
"CT","managed (conservation)",10,27.599
"CT","managed (conservation)",20,27.291
"CT","managed (conservation)",30,26.094
"CT","managed (conservation)",40,24.832
"CT","managed (conservation)",50,23.681
"CT","managed (conservation)",60,21.85
"CT","managed (conservation)",70,20.613
"CT","managed (conservation)",80,19.516
"CT","managed (conservation)",90,18.393
"CT","managed (conservation)",100,17.082
"DE","managed (conservation)",0,13.337
"DE","managed (conservation)",10,12.08
"DE","managed (conservation)",20,12.175
"DE","managed (conservation)",30,12.662
"DE","managed (conservation)",40,12.455
"DE","managed (conservation)",50,12.058
"DE","managed (conservation)",60,12.441
"DE","managed (conservation)",70,10.899
"DE","managed (conservation)",80,11.731
"DE","managed (conservation)",90,11.368
"DE","managed (conservation)",100,11.615
"FL","managed (conservation)",0,165.378
"FL","managed (conservation)",10,181.239
"FL","managed (conservation)",20,190.699
"FL","managed (conservation)",30,185.019
"FL","managed (conservation)",40,178.403
"FL","managed (conservation)",50,172.492
"FL","managed (conservation)",60,155.903
"FL","managed (conservation)",70,137.809
"FL","managed (conservation)",80,129.915
"FL","managed (conservation)",90,122.36
"FL","managed (conservation)",100,112.396
"GA","managed (conservation)",0,266.527
"GA","managed (conservation)",10,309.679
"GA","managed (conservation)",20,341.654
"GA","managed (conservation)",30,365.556
"GA","managed (conservation)",40,370.428
"GA","managed (conservation)",50,350.153
"GA","managed (conservation)",60,317.168
"GA","managed (conservation)",70,293.002
"GA","managed (conservation)",80,264.781
"GA","managed (conservation)",90,236.502
"GA","managed (conservation)",100,215.786
"IA","managed (conservation)",0,39.798
"IA","managed (conservation)",10,39.279
"IA","managed (conservation)",20,38.175
"IA","managed (conservation)",30,37.51
"IA","managed (conservation)",40,35.164
"IA","managed (conservation)",50,33.05
"IA","managed (conservation)",60,30.197
"IA","managed (conservation)",70,25.86
"IA","managed (conservation)",80,20.553
"IA","managed (conservation)",90,17.876
"IA","managed (conservation)",100,15.704
"ID","managed (conservation)",0,299.187
"ID","managed (conservation)",10,313.366
"ID","managed (conservation)",20,326.596
"ID","managed (conservation)",30,336.054
"ID","managed (conservation)",40,341.827
"ID","managed (conservation)",50,337.909
"ID","managed (conservation)",60,333.557
"ID","managed (conservation)",70,322.889
"ID","managed (conservation)",80,311.531
"ID","managed (conservation)",90,297.197
"ID","managed (conservation)",100,282.436
"IL","managed (conservation)",0,82.199
"IL","managed (conservation)",10,82.222
"IL","managed (conservation)",20,81.061
"IL","managed (conservation)",30,78.882
"IL","managed (conservation)",40,72.484
"IL","managed (conservation)",50,65.723
"IL","managed (conservation)",60,58.438
"IL","managed (conservation)",70,52.004
"IL","managed (conservation)",80,45.969
"IL","managed (conservation)",90,40.365
"IL","managed (conservation)",100,35.877
"IN","managed (conservation)",0,110.811
"IN","managed (conservation)",10,112.466
"IN","managed (conservation)",20,112.886
"IN","managed (conservation)",30,111.15
"IN","managed (conservation)",40,110.726
"IN","managed (conservation)",50,106.674
"IN","managed (conservation)",60,97.752
"IN","managed (conservation)",70,88.328
"IN","managed (conservation)",80,79.768
"IN","managed (conservation)",90,67.282
"IN","managed (conservation)",100,58.309
"KS","managed (conservation)",0,10.974
"KS","managed (conservation)",10,10.696
"KS","managed (conservation)",20,10.781
"KS","managed (conservation)",30,10.16
"KS","managed (conservation)",40,10.138
"KS","managed (conservation)",50,9.659
"KS","managed (conservation)",60,8.994
"KS","managed (conservation)",70,8.065
"KS","managed (conservation)",80,6.73
"KS","managed (conservation)",90,5.314
"KS","managed (conservation)",100,4.532
"KY","managed (conservation)",0,265.042
"KY","managed (conservation)",10,271.524
"KY","managed (conservation)",20,270.683
"KY","managed (conservation)",30,258.908
"KY","managed (conservation)",40,245.361
"KY","managed (conservation)",50,226.4
"KY","managed (conservation)",60,203.229
"KY","managed (conservation)",70,182.272
"KY","managed (conservation)",80,160.668
"KY","managed (conservation)",90,132.822
"KY","managed (conservation)",100,119.391
"LA","managed (conservation)",0,217.564
"LA","managed (conservation)",10,244.74
"LA","managed (conservation)",20,257.934
"LA","managed (conservation)",30,274.906
"LA","managed (conservation)",40,285.055
"LA","managed (conservation)",50,279.509
"LA","managed (conservation)",60,267.876
"LA","managed (conservation)",70,257.864
"LA","managed (conservation)",80,245.674
"LA","managed (conservation)",90,219.665
"LA","managed (conservation)",100,203.423
"MA","managed (conservation)",0,52.864
"MA","managed (conservation)",10,51.873
"MA","managed (conservation)",20,53.067
"MA","managed (conservation)",30,52.037
"MA","managed (conservation)",40,50.999
"MA","managed (conservation)",50,50.045
"MA","managed (conservation)",60,47.718
"MA","managed (conservation)",70,44.944
"MA","managed (conservation)",80,42.813
"MA","managed (conservation)",90,40.373
"MA","managed (conservation)",100,38.906
"MD","managed (conservation)",0,44.108
"MD","managed (conservation)",10,43.668
"MD","managed (conservation)",20,39.792
"MD","managed (conservation)",30,39.404
"MD","managed (conservation)",40,39.654
"MD","managed (conservation)",50,37.272
"MD","managed (conservation)",60,32.718
"MD","managed (conservation)",70,29.834
"MD","managed (conservation)",80,27.954
"MD","managed (conservation)",90,21.908
"MD","managed (conservation)",100,21.637
"ME","managed (conservation)",0,271.884
"ME","managed (conservation)",10,276.502
"ME","managed (conservation)",20,282.486
"ME","managed (conservation)",30,275.611
"ME","managed (conservation)",40,268.673
"ME","managed (conservation)",50,264.716
"ME","managed (conservation)",60,260.036
"ME","managed (conservation)",70,253.849
"ME","managed (conservation)",80,248.805
"ME","managed (conservation)",90,239.27
"ME","managed (conservation)",100,224.668
"MI","managed (conservation)",0,327.261
"MI","managed (conservation)",10,334.272
"MI","managed (conservation)",20,344.173
"MI","managed (conservation)",30,347.574
"MI","managed (conservation)",40,347.535
"MI","managed (conservation)",50,340.125
"MI","managed (conservation)",60,329.051
"MI","managed (conservation)",70,314.503
"MI","managed (conservation)",80,293.336
"MI","managed (conservation)",90,275.094
"MI","managed (conservation)",100,256.644
"MN","managed (conservation)",0,220.244
"MN","managed (conservation)",10,228.357
"MN","managed (conservation)",20,238.806
"MN","managed (conservation)",30,242.489
"MN","managed (conservation)",40,238.098
"MN","managed (conservation)",50,232.996
"MN","managed (conservation)",60,223.899
"MN","managed (conservation)",70,213.626
"MN","managed (conservation)",80,205.321
"MN","managed (conservation)",90,196.607
"MN","managed (conservation)",100,186.459
"MO","managed (conservation)",0,350.802
"MO","managed (conservation)",10,349.836
"MO","managed (conservation)",20,345.591
"MO","managed (conservation)",30,341.19
"MO","managed (conservation)",40,335.444
"MO","managed (conservation)",50,325.455
"MO","managed (conservation)",60,309.693
"MO","managed (conservation)",70,294.187
"MO","managed (conservation)",80,277.714
"MO","managed (conservation)",90,259.739
"MO","managed (conservation)",100,246.146
"MS","managed (conservation)",0,285.933
"MS","managed (conservation)",10,339.839
"MS","managed (conservation)",20,373.28
"MS","managed (conservation)",30,398.305
"MS","managed (conservation)",40,410.512
"MS","managed (conservation)",50,410.042
"MS","managed (conservation)",60,395.946
"MS","managed (conservation)",70,383.931
"MS","managed (conservation)",80,363.772
"MS","managed (conservation)",90,336.736
"MS","managed (conservation)",100,318.513
"MT","managed (conservation)",0,343.303
"MT","managed (conservation)",10,347.587
"MT","managed (conservation)",20,355.724
"MT","managed (conservation)",30,359.135
"MT","managed (conservation)",40,364.017
"MT","managed (conservation)",50,363.514
"MT","managed (conservation)",60,359.826
"MT","managed (conservation)",70,356.042
"MT","managed (conservation)",80,349.781
"MT","managed (conservation)",90,340.67
"MT","managed (conservation)",100,331.116
"NC","managed (conservation)",0,288.446
"NC","managed (conservation)",10,310.88
"NC","managed (conservation)",20,345.16
"NC","managed (conservation)",30,365.199
"NC","managed (conservation)",40,378.655
"NC","managed (conservation)",50,373.303
"NC","managed (conservation)",60,340.517
"NC","managed (conservation)",70,327.115
"NC","managed (conservation)",80,314.79
"NC","managed (conservation)",90,297.407
"NC","managed (conservation)",100,282.985
"ND","managed (conservation)",0,5.624
"ND","managed (conservation)",10,5.838
"ND","managed (conservation)",20,6.129
"ND","managed (conservation)",30,6.435
"ND","managed (conservation)",40,6.54
"ND","managed (conservation)",50,6.741
"ND","managed (conservation)",60,6.805
"ND","managed (conservation)",70,6.414
"ND","managed (conservation)",80,6.067
"ND","managed (conservation)",90,5.845
"ND","managed (conservation)",100,5.528
"NE","managed (conservation)",0,10.24
"NE","managed (conservation)",10,10.292
"NE","managed (conservation)",20,10.212
"NE","managed (conservation)",30,9.848
"NE","managed (conservation)",40,9.02
"NE","managed (conservation)",50,8.442
"NE","managed (conservation)",60,8.033
"NE","managed (conservation)",70,7.32
"NE","managed (conservation)",80,6.779
"NE","managed (conservation)",90,6.481
"NE","managed (conservation)",100,6.034
"NH","managed (conservation)",0,111.713
"NH","managed (conservation)",10,113.88
"NH","managed (conservation)",20,115.885
"NH","managed (conservation)",30,117.454
"NH","managed (conservation)",40,116.378
"NH","managed (conservation)",50,111.972
"NH","managed (conservation)",60,104.571
"NH","managed (conservation)",70,98.079
"NH","managed (conservation)",80,90.935
"NH","managed (conservation)",90,82.552
"NH","managed (conservation)",100,76.183
"NJ","managed (conservation)",0,41.424
"NJ","managed (conservation)",10,40.129
"NJ","managed (conservation)",20,41.148
"NJ","managed (conservation)",30,41.042
"NJ","managed (conservation)",40,39.892
"NJ","managed (conservation)",50,38.187
"NJ","managed (conservation)",60,36.912
"NJ","managed (conservation)",70,32.803
"NJ","managed (conservation)",80,30.596
"NJ","managed (conservation)",90,28.438
"NJ","managed (conservation)",100,26.271
"NM","managed (conservation)",0,117.08
"NM","managed (conservation)",10,112.256
"NM","managed (conservation)",20,113.826
"NM","managed (conservation)",30,115.694
"NM","managed (conservation)",40,116.048
"NM","managed (conservation)",50,114.449
"NM","managed (conservation)",60,113.067
"NM","managed (conservation)",70,112.156
"NM","managed (conservation)",80,107.947
"NM","managed (conservation)",90,105.237
"NM","managed (conservation)",100,102.636
"NV","managed (conservation)",0,35.75
"NV","managed (conservation)",10,36.736
"NV","managed (conservation)",20,37.387
"NV","managed (conservation)",30,38.249
"NV","managed (conservation)",40,38.692
"NV","managed (conservation)",50,39.027
"NV","managed (conservation)",60,39.028
"NV","managed (conservation)",70,38.778
"NV","managed (conservation)",80,38.669
"NV","managed (conservation)",90,38.158
"NV","managed (conservation)",100,37.649
"NY","managed (conservation)",0,340.826
"NY","managed (conservation)",10,327.716
"NY","managed (conservation)",20,335.878
"NY","managed (conservation)",30,341.389
"NY","managed (conservation)",40,340.363
"NY","managed (conservation)",50,333.618
"NY","managed (conservation)",60,325.521
"NY","managed (conservation)",70,307.93
"NY","managed (conservation)",80,298.365
"NY","managed (conservation)",90,283.038
"NY","managed (conservation)",100,274.24
"OH","managed (conservation)",0,159.121
"OH","managed (conservation)",10,168.45
"OH","managed (conservation)",20,179.124
"OH","managed (conservation)",30,185.68
"OH","managed (conservation)",40,191.857
"OH","managed (conservation)",50,190.172
"OH","managed (conservation)",60,183.658
"OH","managed (conservation)",70,177.535
"OH","managed (conservation)",80,162.544
"OH","managed (conservation)",90,142.067
"OH","managed (conservation)",100,129.543
"OK","managed (conservation)",0,108.113
"OK","managed (conservation)",10,110.757
"OK","managed (conservation)",20,113.921
"OK","managed (conservation)",30,112.038
"OK","managed (conservation)",40,106.423
"OK","managed (conservation)",50,99.386
"OK","managed (conservation)",60,90.116
"OK","managed (conservation)",70,82.616
"OK","managed (conservation)",80,75.331
"OK","managed (conservation)",90,68.574
"OK","managed (conservation)",100,62.928
"OR","managed (conservation)",0,836.686
"OR","managed (conservation)",10,860.294
"OR","managed (conservation)",20,868.627
"OR","managed (conservation)",30,886.016
"OR","managed (conservation)",40,892.857
"OR","managed (conservation)",50,898.903
"OR","managed (conservation)",60,899.45
"OR","managed (conservation)",70,896.44
"OR","managed (conservation)",80,885.661
"OR","managed (conservation)",90,871.397
"OR","managed (conservation)",100,861.766
"PA","managed (conservation)",0,432.458
"PA","managed (conservation)",10,423.599
"PA","managed (conservation)",20,427.902
"PA","managed (conservation)",30,424.708
"PA","managed (conservation)",40,415.026
"PA","managed (conservation)",50,390.418
"PA","managed (conservation)",60,368.231
"PA","managed (conservation)",70,340.316
"PA","managed (conservation)",80,319.724
"PA","managed (conservation)",90,297.132
"PA","managed (conservation)",100,277.493
"RI","managed (conservation)",0,12.255
"RI","managed (conservation)",10,12.43
"RI","managed (conservation)",20,12.755
"RI","managed (conservation)",30,11.891
"RI","managed (conservation)",40,10.423
"RI","managed (conservation)",50,9.1
"RI","managed (conservation)",60,7.272
"RI","managed (conservation)",70,5.391
"RI","managed (conservation)",80,4.089
"RI","managed (conservation)",90,2.922
"RI","managed (conservation)",100,1.805
"SC","managed (conservation)",0,183.401
"SC","managed (conservation)",10,198.911
"SC","managed (conservation)",20,204.247
"SC","managed (conservation)",30,205.162
"SC","managed (conservation)",40,197.014
"SC","managed (conservation)",50,181.908
"SC","managed (conservation)",60,166.655
"SC","managed (conservation)",70,156.677
"SC","managed (conservation)",80,149.337
"SC","managed (conservation)",90,140.646
"SC","managed (conservation)",100,137.64
"SD","managed (conservation)",0,13.156
"SD","managed (conservation)",10,13.117
"SD","managed (conservation)",20,13.278
"SD","managed (conservation)",30,13.393
"SD","managed (conservation)",40,13.176
"SD","managed (conservation)",50,13.083
"SD","managed (conservation)",60,13.153
"SD","managed (conservation)",70,12.628
"SD","managed (conservation)",80,12.533
"SD","managed (conservation)",90,12.146
"SD","managed (conservation)",100,12.015
"TN","managed (conservation)",0,273.878
"TN","managed (conservation)",10,280.09
"TN","managed (conservation)",20,294.564
"TN","managed (conservation)",30,300.193
"TN","managed (conservation)",40,304.515
"TN","managed (conservation)",50,300.871
"TN","managed (conservation)",60,283.345
"TN","managed (conservation)",70,252.41
"TN","managed (conservation)",80,212.554
"TN","managed (conservation)",90,169.291
"TN","managed (conservation)",100,137.062
"TX","managed (conservation)",0,247.43
"TX","managed (conservation)",10,272.687
"TX","managed (conservation)",20,291.521
"TX","managed (conservation)",30,299.679
"TX","managed (conservation)",40,300.23
"TX","managed (conservation)",50,289.732
"TX","managed (conservation)",60,260.333
"TX","managed (conservation)",70,243.979
"TX","managed (conservation)",80,228.318
"TX","managed (conservation)",90,203.992
"TX","managed (conservation)",100,190.927
"UT","managed (conservation)",0,89.586
"UT","managed (conservation)",10,89.994
"UT","managed (conservation)",20,92.367
"UT","managed (conservation)",30,93.508
"UT","managed (conservation)",40,93.882
"UT","managed (conservation)",50,93.358
"UT","managed (conservation)",60,92.238
"UT","managed (conservation)",70,90.529
"UT","managed (conservation)",80,88.3
"UT","managed (conservation)",90,85.98
"UT","managed (conservation)",100,83.775
"VA","managed (conservation)",0,305.074
"VA","managed (conservation)",10,312.577
"VA","managed (conservation)",20,334.925
"VA","managed (conservation)",30,348.482
"VA","managed (conservation)",40,341.954
"VA","managed (conservation)",50,326.892
"VA","managed (conservation)",60,313.837
"VA","managed (conservation)",70,307.977
"VA","managed (conservation)",80,298.089
"VA","managed (conservation)",90,282.051
"VA","managed (conservation)",100,261.013
"VT","managed (conservation)",0,124.82
"VT","managed (conservation)",10,124.42
"VT","managed (conservation)",20,129.353
"VT","managed (conservation)",30,130.116
"VT","managed (conservation)",40,128.868
"VT","managed (conservation)",50,124.234
"VT","managed (conservation)",60,113.674
"VT","managed (conservation)",70,104.285
"VT","managed (conservation)",80,93.754
"VT","managed (conservation)",90,82.839
"VT","managed (conservation)",100,75.505
"WA","managed (conservation)",0,631.334
"WA","managed (conservation)",10,637.486
"WA","managed (conservation)",20,664.586
"WA","managed (conservation)",30,680.536
"WA","managed (conservation)",40,692.229
"WA","managed (conservation)",50,685.423
"WA","managed (conservation)",60,681.421
"WA","managed (conservation)",70,653.638
"WA","managed (conservation)",80,633.842
"WA","managed (conservation)",90,624.148
"WA","managed (conservation)",100,618.587
"WI","managed (conservation)",0,322.69
"WI","managed (conservation)",10,328.624
"WI","managed (conservation)",20,338.475
"WI","managed (conservation)",30,340.091
"WI","managed (conservation)",40,334.717
"WI","managed (conservation)",50,321.054
"WI","managed (conservation)",60,298.753
"WI","managed (conservation)",70,277.834
"WI","managed (conservation)",80,255.79
"WI","managed (conservation)",90,233.833
"WI","managed (conservation)",100,212.392
"WV","managed (conservation)",0,236.073
"WV","managed (conservation)",10,224.014
"WV","managed (conservation)",20,225.907
"WV","managed (conservation)",30,223.378
"WV","managed (conservation)",40,216.568
"WV","managed (conservation)",50,207.249
"WV","managed (conservation)",60,192.16
"WV","managed (conservation)",70,179.45
"WV","managed (conservation)",80,163.542
"WV","managed (conservation)",90,148.992
"WV","managed (conservation)",100,135.879
"WY","managed (conservation)",0,125.612
"WY","managed (conservation)",10,129.876
"WY","managed (conservation)",20,134.396
"WY","managed (conservation)",30,137.527
"WY","managed (conservation)",40,139.783
"WY","managed (conservation)",50,140.52
"WY","managed (conservation)",60,140.778
"WY","managed (conservation)",70,141.096
"WY","managed (conservation)",80,140.652
"WY","managed (conservation)",90,139.971
"WY","managed (conservation)",100,138.443
